Student ID,Day,Time,Course ID,Room
27,Wednesday,11:00,C4,R2
27,Friday,09:00,C8,R5
27,Monday,11:00,C14,R3
27,Thursday,15:00,C15,R5
28,Monday,09:00,C2,R3
28,Wednesday,11:00,C4,R2
28,Tuesday,13:00,C6,R4
28,Friday,10:00,C10,R1
28,Monday,10:00,C12,R3
29,Thursday,17:00,C1,R2
29,Monday,09:00,C2,R3
29,Wednesday,11:00,C4,R2
29,Wednesday,10:00,C5,R4
29,Tuesday,12:00,C7,R3
29,Thursday,16:00,C9,R5
29,Tuesday,14:00,C13,R2
30,Monday,09:00,C2,R3
30,Wednesday,11:00,C4,R2
30,Tuesday,13:00,C6,R4
30,Thursday,16:00,C9,R5
31,Thursday,17:00,C1,R2
31,Monday,09:00,C2,R3
31,Wednesday,10:00,C5,R4
31,Thursday,15:00,C15,R5
32,Monday,09:00,C2,R3
32,Friday,11:00,C3,R5
32,Wednesday,11:00,C4,R2
32,Tuesday,13:00,C6,R4
32,Thursday,15:00,C15,R5
33,Monday,09:00,C2,R3
33,Wednesday,11:00,C4,R2
33,Tuesday,12:00,C7,R3
33,Thursday,16:00,C9,R5
33,Friday,10:00,C10,R1
33,Monday,11:00,C14,R3
34,Wednesday,11:00,C4,R2
34,Tuesday,13:00,C6,R4
34,Thursday,16:00,C9,R5
34,Friday,10:00,C10,R1
34,Wednesday,12:00,C11,R3
34,Tuesday,14:00,C13,R2
34,Monday,11:00,C14,R3
34,Thursday,15:00,C15,R5
35,Thursday,17:00,C1,R2
35,Monday,09:00,C2,R3
35,Wednesday,11:00,C4,R2
35,Thursday,16:00,C9,R5
35,Friday,10:00,C10,R1
35,Tuesday,14:00,C13,R2
35,Thursday,15:00,C15,R5
36,Thursday,17:00,C1,R2
36,Friday,11:00,C3,R5
36,Wednesday,11:00,C4,R2
36,Tuesday,13:00,C6,R4
36,Wednesday,12:00,C11,R3
37,Wednesday,11:00,C4,R2
37,Tuesday,14:00,C13,R2
37,Monday,11:00,C14,R3
38,Monday,09:00,C2,R3
38,Wednesday,10:00,C5,R4
38,Tuesday,13:00,C6,R4
38,Friday,09:00,C8,R5
38,Thursday,16:00,C9,R5
38,Monday,10:00,C12,R3
39,Thursday,17:00,C1,R2
39,Wednesday,11:00,C4,R2
39,Tuesday,13:00,C6,R4
39,Tuesday,12:00,C7,R3
39,Wednesday,12:00,C11,R3
39,Tuesday,14:00,C13,R2
40,Wednesday,11:00,C4,R2
40,Friday,09:00,C8,R5
40,Thursday,16:00,C9,R5
40,Friday,10:00,C10,R1
40,Thursday,15:00,C15,R5
41,Thursday,17:00,C1,R2
41,Wednesday,10:00,C5,R4
41,Tuesday,13:00,C6,R4
41,Monday,11:00,C14,R3
42,Tuesday,12:00,C7,R3
42,Friday,09:00,C8,R5
42,Monday,10:00,C12,R3
43,Friday,11:00,C3,R5
43,Wednesday,11:00,C4,R2
43,Tuesday,13:00,C6,R4
43,Tuesday,12:00,C7,R3
43,Thursday,16:00,C9,R5
43,Thursday,15:00,C15,R5
44,Friday,11:00,C3,R5
44,Friday,10:00,C10,R1
44,Wednesday,12:00,C11,R3
44,Tuesday,14:00,C13,R2
45,Wednesday,11:00,C4,R2
45,Tuesday,13:00,C6,R4
45,Friday,09:00,C8,R5
45,Thursday,16:00,C9,R5
45,Friday,10:00,C10,R1
45,Monday,10:00,C12,R3
45,Tuesday,14:00,C13,R2
45,Thursday,15:00,C15,R5
46,Thursday,17:00,C1,R2
46,Monday,09:00,C2,R3
46,Wednesday,12:00,C11,R3
47,Thursday,17:00,C1,R2
47,Monday,09:00,C2,R3
47,Wednesday,10:00,C5,R4
47,Tuesday,13:00,C6,R4
47,Thursday,16:00,C9,R5
47,Wednesday,12:00,C11,R3
47,Monday,10:00,C12,R3
47,Tuesday,14:00,C13,R2
47,Monday,11:00,C14,R3
48,Wednesday,11:00,C4,R2
48,Tuesday,13:00,C6,R4
48,Thursday,16:00,C9,R5
48,Wednesday,12:00,C11,R3
48,Monday,10:00,C12,R3
48,Tuesday,14:00,C13,R2
48,Monday,11:00,C14,R3
49,Thursday,17:00,C1,R2
49,Wednesday,10:00,C5,R4
49,Tuesday,13:00,C6,R4
49,Tuesday,12:00,C7,R3
49,Friday,09:00,C8,R5
49,Monday,10:00,C12,R3
49,Monday,11:00,C14,R3
50,Tuesday,13:00,C6,R4
50,Tuesday,14:00,C13,R2
50,Monday,11:00,C14,R3
50,Thursday,15:00,C15,R5
