Student ID,Day,Time,Course ID,Room
20,Thursday,15:00,C2,R1
20,Friday,12:00,C4,R5
20,Friday,11:00,C6,R3
20,Thursday,13:00,C7,R4
20,Monday,12:00,C10,R5
20,Tuesday,13:00,C11,R3
20,Tuesday,14:00,C13,R2
21,Thursday,14:00,C1,R5
21,Thursday,15:00,C2,R1
21,Friday,12:00,C4,R5
21,Friday,11:00,C6,R3
21,Monday,12:00,C10,R5
21,Tuesday,13:00,C11,R3
21,Tuesday,14:00,C13,R2
22,Friday,10:00,C3,R3
22,Monday,11:00,C5,R3
22,Wednesday,10:00,C9,R4
22,Tuesday,14:00,C13,R2
22,Wednesday,11:00,C14,R2
23,Thursday,14:00,C1,R5
23,Friday,12:00,C4,R5
23,Friday,11:00,C6,R3
23,Wednesday,09:00,C12,R2
23,Tuesday,14:00,C13,R2
24,Thursday,14:00,C1,R5
24,Friday,12:00,C4,R5
24,Monday,11:00,C5,R3
24,Tuesday,16:00,C8,R5
24,Monday,12:00,C10,R5
24,Wednesday,09:00,C12,R2
24,Tuesday,14:00,C13,R2
24,Tuesday,15:00,C15,R1
25,Tuesday,16:00,C8,R5
25,Tuesday,15:00,C15,R1
26,Thursday,14:00,C1,R5
26,Thursday,15:00,C2,R1
26,Thursday,13:00,C7,R4
26,Wednesday,10:00,C9,R4
26,Tuesday,13:00,C11,R3
26,Tuesday,14:00,C13,R2
27,Friday,12:00,C4,R5
27,Tuesday,16:00,C8,R5
27,Wednesday,11:00,C14,R2
27,Tuesday,15:00,C15,R1
28,Thursday,15:00,C2,R1
28,Friday,12:00,C4,R5
28,Friday,11:00,C6,R3
28,Monday,12:00,C10,R5
28,Wednesday,09:00,C12,R2
29,Thursday,14:00,C1,R5
29,Thursday,15:00,C2,R1
29,Friday,12:00,C4,R5
29,Monday,11:00,C5,R3
29,Thursday,13:00,C7,R4
29,Wednesday,10:00,C9,R4
29,Tuesday,14:00,C13,R2
30,Thursday,15:00,C2,R1
30,Friday,12:00,C4,R5
30,Friday,11:00,C6,R3
30,Wednesday,10:00,C9,R4
31,Thursday,14:00,C1,R5
31,Thursday,15:00,C2,R1
31,Monday,11:00,C5,R3
31,Tuesday,15:00,C15,R1
32,Thursday,15:00,C2,R1
32,Friday,10:00,C3,R3
32,Friday,12:00,C4,R5
32,Friday,11:00,C6,R3
32,Tuesday,15:00,C15,R1
33,Thursday,15:00,C2,R1
33,Friday,12:00,C4,R5
33,Thursday,13:00,C7,R4
33,Wednesday,10:00,C9,R4
33,Monday,12:00,C10,R5
33,Wednesday,11:00,C14,R2
34,Friday,12:00,C4,R5
34,Friday,11:00,C6,R3
34,Wednesday,10:00,C9,R4
34,Monday,12:00,C10,R5
34,Tuesday,13:00,C11,R3
34,Tuesday,14:00,C13,R2
34,Wednesday,11:00,C14,R2
34,Tuesday,15:00,C15,R1
35,Thursday,14:00,C1,R5
35,Thursday,15:00,C2,R1
35,Friday,12:00,C4,R5
35,Wednesday,10:00,C9,R4
35,Monday,12:00,C10,R5
35,Tuesday,14:00,C13,R2
35,Tuesday,15:00,C15,R1
36,Thursday,14:00,C1,R5
36,Friday,10:00,C3,R3
36,Friday,12:00,C4,R5
36,Friday,11:00,C6,R3
36,Tuesday,13:00,C11,R3
37,Friday,12:00,C4,R5
37,Tuesday,14:00,C13,R2
37,Wednesday,11:00,C14,R2
38,Thursday,15:00,C2,R1
38,Monday,11:00,C5,R3
38,Friday,11:00,C6,R3
38,Tuesday,16:00,C8,R5
38,Wednesday,10:00,C9,R4
38,Wednesday,09:00,C12,R2
39,Thursday,14:00,C1,R5
39,Friday,12:00,C4,R5
39,Friday,11:00,C6,R3
39,Thursday,13:00,C7,R4
39,Tuesday,13:00,C11,R3
39,Tuesday,14:00,C13,R2
40,Friday,12:00,C4,R5
40,Tuesday,16:00,C8,R5
40,Wednesday,10:00,C9,R4
40,Monday,12:00,C10,R5
40,Tuesday,15:00,C15,R1
41,Thursday,14:00,C1,R5
41,Monday,11:00,C5,R3
41,Friday,11:00,C6,R3
41,Wednesday,11:00,C14,R2
42,Thursday,13:00,C7,R4
42,Tuesday,16:00,C8,R5
42,Wednesday,09:00,C12,R2
43,Friday,10:00,C3,R3
43,Friday,12:00,C4,R5
43,Friday,11:00,C6,R3
43,Thursday,13:00,C7,R4
43,Wednesday,10:00,C9,R4
43,Tuesday,15:00,C15,R1
44,Friday,10:00,C3,R3
44,Monday,12:00,C10,R5
44,Tuesday,13:00,C11,R3
44,Tuesday,14:00,C13,R2
45,Friday,12:00,C4,R5
45,Friday,11:00,C6,R3
45,Tuesday,16:00,C8,R5
45,Wednesday,10:00,C9,R4
45,Monday,12:00,C10,R5
45,Wednesday,09:00,C12,R2
45,Tuesday,14:00,C13,R2
45,Tuesday,15:00,C15,R1
46,Thursday,14:00,C1,R5
46,Thursday,15:00,C2,R1
46,Tuesday,13:00,C11,R3
47,Thursday,14:00,C1,R5
47,Thursday,15:00,C2,R1
47,Monday,11:00,C5,R3
47,Friday,11:00,C6,R3
47,Wednesday,10:00,C9,R4
47,Tuesday,13:00,C11,R3
47,Wednesday,09:00,C12,R2
47,Tuesday,14:00,C13,R2
47,Wednesday,11:00,C14,R2
48,Friday,12:00,C4,R5
48,Friday,11:00,C6,R3
48,Wednesday,10:00,C9,R4
48,Tuesday,13:00,C11,R3
48,Wednesday,09:00,C12,R2
48,Tuesday,14:00,C13,R2
48,Wednesday,11:00,C14,R2
49,Thursday,14:00,C1,R5
49,Monday,11:00,C5,R3
49,Friday,11:00,C6,R3
49,Thursday,13:00,C7,R4
49,Tuesday,16:00,C8,R5
49,Wednesday,09:00,C12,R2
49,Wednesday,11:00,C14,R2
50,Friday,11:00,C6,R3
50,Tuesday,14:00,C13,R2
50,Wednesday,11:00,C14,R2
50,Tuesday,15:00,C15,R1
